Pokemon,Location,Encounter Method,Level Range,Encounter Rate
Magmar,Mt Ember Exterior,Walking/Grass,38,21
Magmar,Mt Ember Exterior,Walking/Grass,40,21
Magnemite,Power Plant,Walking/Grass,22,7
Magnemite,Power Plant,Walking/Grass,25,7
Magnemite,Route10,Walking/Grass,13,21
Magnemite,Power Plant,Walking/Grass,22,7
Magnemite,Power Plant,Walking/Grass,25,7
Magneton,Cerulean Cave 1F,Walking/Grass,49,7
Magneton,Cerulean Cave 2F,Walking/Grass,52,7
Magneton,Cerulean Cave B1F,Walking/Grass,55,7
Magneton,Power Plant,Walking/Grass,31,7
Magneton,Power Plant,Walking/Grass,34,7
Magneton,Cerulean Cave 1F,Walking/Grass,49,7
Magneton,Cerulean Cave 2F,Walking/Grass,52,7
Magneton,Cerulean Cave B1F,Walking/Grass,55,7
Magneton,Power Plant,Walking/Grass,31,7
Magneton,Power Plant,Walking/Grass,34,7
Magneton,Power Plant,Walking/Grass,31,7
Magneton,Power Plant,Walking/Grass,34,7
Mankey,Rock Tunnel 1F,Walking/Grass,16,7
Mankey,Rock Tunnel 1F,Walking/Grass,17,7
Mankey,Rock Tunnel B1F,Walking/Grass,17,7
Mankey,Rock Tunnel B1F,Walking/Grass,16,7
Mankey,Route3,Walking/Grass,7,21
Mankey,Route4,Walking/Grass,10,21
Mankey,Route4,Walking/Grass,12,21
Mankey,Route22,Walking/Grass,3,21
Mankey,Route22,Walking/Grass,4,21
Mankey,Route22,Walking/Grass,2,21
Mankey,Route22,Walking/Grass,5,21
Mankey,Route22,Walking/Grass,5,21
Mankey,Route23,Walking/Grass,32,21
Mankey,Route23,Walking/Grass,34,21
Mankey,Rock Tunnel 1F,Walking/Grass,16,7
Mankey,Rock Tunnel 1F,Walking/Grass,17,7
Mankey,Rock Tunnel B1F,Walking/Grass,17,7
Mankey,Rock Tunnel B1F,Walking/Grass,16,7
Mankey,Route3,Walking/Grass,7,21
Mankey,Route4,Walking/Grass,10,21
Mankey,Route4,Walking/Grass,12,21
Mankey,Route22,Walking/Grass,3,21
Mankey,Route22,Walking/Grass,4,21
Mankey,Route22,Walking/Grass,2,21
Mankey,Route22,Walking/Grass,5,21
Mankey,Route22,Walking/Grass,5,21
Mankey,Route23,Walking/Grass,32,21
Mankey,Route23,Walking/Grass,34,21
Mantine,Seven Island Trainer Tower,Surfing,35-40,2
Mantine,Seven Island Tanoby Ruins,Surfing,35-40,2
Mareep,Six Island Altering Cave,Walking/Grass,7,5
Mareep,Six Island Altering Cave,Walking/Grass,9,5
Mareep,Six Island Altering Cave,Walking/Grass,5,5
Mareep,Six Island Altering Cave,Walking/Grass,11,5
Mareep,Six Island Altering Cave,Walking/Grass,7,5
Mareep,Six Island Altering Cave,Walking/Grass,9,5
Mareep,Six Island Altering Cave,Walking/Grass,13,5
Mareep,Six Island Altering Cave,Walking/Grass,3,5
Mareep,Six Island Altering Cave,Walking/Grass,5,5
Mareep,Six Island Altering Cave,Walking/Grass,11,5
Mareep,Six Island Altering Cave,Walking/Grass,5,5
Mareep,Six Island Altering Cave,Walking/Grass,11,5
Mareep,Six Island Altering Cave,Walking/Grass,7,7
Mareep,Six Island Altering Cave,Walking/Grass,9,7
Mareep,Six Island Altering Cave,Walking/Grass,5,7
Mareep,Six Island Altering Cave,Walking/Grass,11,7
Mareep,Six Island Altering Cave,Walking/Grass,7,7
Mareep,Six Island Altering Cave,Walking/Grass,9,7
Mareep,Six Island Altering Cave,Walking/Grass,13,7
Mareep,Six Island Altering Cave,Walking/Grass,3,7
Mareep,Six Island Altering Cave,Walking/Grass,5,7
Mareep,Six Island Altering Cave,Walking/Grass,11,7
Mareep,Six Island Altering Cave,Walking/Grass,5,7
Mareep,Six Island Altering Cave,Walking/Grass,11,7
Marill,Four Island Icefall Cave Entrance,Surfing,5-15,2
Marill,Four Island Icefall Cave Entrance,Surfing,5-15,2
Marill,Six Island Ruin Valley,Walking/Grass,15,21
Marill,Six Island Ruin Valley,Surfing,5-20,2
Marill,Six Island Ruin Valley,Surfing,10-20,2
Marill,Six Island Ruin Valley,Surfing,15-25,2
Marill,Six Island Ruin Valley,Surfing,20-25,2
Marill,Six Island Ruin Valley,Surfing,20-25,2
Marill,Four Island,Surfing,5-15,2
Marill,Four Island,Surfing,15-25,2
Marill,Four Island,Surfing,15-25,2
Marill,Four Island,Surfing,15-25,2
Marowak,Victory Road 1F,Walking/Grass,44,7
Marowak,Victory Road 1F,Walking/Grass,46,7
Marowak,Victory Road 2F,Walking/Grass,46,7
Marowak,Victory Road 2F,Walking/Grass,48,7
Marowak,Victory Road 3F,Walking/Grass,44,7
Marowak,Victory Road 3F,Walking/Grass,46,7
Marowak,Seven Island Sevault Canyon,Walking/Grass,52,21
Marowak,Victory Road 1F,Walking/Grass,44,7
Marowak,Victory Road 2F,Walking/Grass,46,7
Marowak,Victory Road 3F,Walking/Grass,44,7
Marowak,Victory Road 3F,Walking/Grass,46,7
Marowak,Seven Island Sevault Canyon,Walking/Grass,52,21
Meowth,One Island Kindle Road,Walking/Grass,31,21
Meowth,One Island Treasure Beach,Walking/Grass,31,21
Meowth,Two Island Cape Brink,Walking/Grass,31,21
Meowth,Three Island Bond Bridge,Walking/Grass,31,21
Meowth,Five Island Meadow,Walking/Grass,41,21
Meowth,Six Island Water Path,Walking/Grass,41,21
Meowth,Six Island Ruin Valley,Walking/Grass,43,21
Meowth,Seven Island Sevault Canyon Entrance,Walking/Grass,41,21
Meowth,Seven Island Sevault Canyon,Walking/Grass,43,21
Meowth,Route5,Walking/Grass,10,21
Meowth,Route5,Walking/Grass,12,21
Meowth,Route5,Walking/Grass,14,21
Meowth,Route5,Walking/Grass,16,21
Meowth,Route6,Walking/Grass,10,21
Meowth,Route6,Walking/Grass,12,21
Meowth,Route6,Walking/Grass,14,21
Meowth,Route7,Walking/Grass,17,21
Meowth,Route7,Walking/Grass,18,21
Meowth,Route7,Walking/Grass,19,21
Meowth,Route7,Walking/Grass,17,21
Meowth,Route7,Walking/Grass,20,21
Meowth,Route8,Walking/Grass,18,21
Meowth,Route8,Walking/Grass,20,21
Meowth,One Island Kindle Road,Walking/Grass,31,21
Meowth,One Island Treasure Beach,Walking/Grass,31,21
Meowth,Two Island Cape Brink,Walking/Grass,31,21
Meowth,Three Island Bond Bridge,Walking/Grass,31,21
Meowth,Five Island Meadow,Walking/Grass,41,21
Meowth,Six Island Water Path,Walking/Grass,41,21
Meowth,Six Island Ruin Valley,Walking/Grass,43,21
Meowth,Seven Island Sevault Canyon Entrance,Walking/Grass,41,21
Meowth,Seven Island Sevault Canyon,Walking/Grass,43,21
Meowth,Route5,Walking/Grass,10,21
Meowth,Route5,Walking/Grass,12,21
Meowth,Route5,Walking/Grass,14,21
Meowth,Route5,Walking/Grass,16,21
Meowth,Route6,Walking/Grass,10,21
Meowth,Route6,Walking/Grass,12,21
Meowth,Route6,Walking/Grass,14,21
Meowth,Route6,Walking/Grass,16,21
Meowth,Route7,Walking/Grass,17,21
Meowth,Route7,Walking/Grass,18,21
Meowth,Route7,Walking/Grass,17,21
Meowth,Route7,Walking/Grass,19,21
Meowth,Route7,Walking/Grass,17,21
Meowth,Route7,Walking/Grass,20,21
Meowth,Route8,Walking/Grass,18,21
Meowth,Route8,Walking/Grass,20,21
Metapod,Viridian Forest,Walking/Grass,5,14
Metapod,Six Island Pattern Bush,Walking/Grass,9,21
Metapod,Route24,Walking/Grass,8,21
Metapod,Route25,Walking/Grass,9,21
Metapod,Viridian Forest,Walking/Grass,5,14
Metapod,Viridian Forest,Walking/Grass,4,14
Metapod,Viridian Forest,Walking/Grass,6,14
Metapod,Six Island Pattern Bush,Walking/Grass,9,21
Metapod,Route24,Walking/Grass,8,21
Metapod,Route25,Walking/Grass,9,21
Misdreavus,Five Island Lost Cave Room1,Walking/Grass,22,1
Misdreavus,Five Island Lost Cave Room1,Walking/Grass,22,1
Misdreavus,Five Island Lost Cave Room2,Walking/Grass,22,2
Misdreavus,Five Island Lost Cave Room2,Walking/Grass,22,2
Misdreavus,Five Island Lost Cave Room3,Walking/Grass,22,3
Misdreavus,Five Island Lost Cave Room3,Walking/Grass,22,3
Misdreavus,Five Island Lost Cave Room4,Walking/Grass,22,4
Misdreavus,Five Island Lost Cave Room4,Walking/Grass,22,4
Misdreavus,Five Island Lost Cave Room5,Walking/Grass,22,5
Misdreavus,Five Island Lost Cave Room5,Walking/Grass,22,5
Misdreavus,Five Island Lost Cave Room6,Walking/Grass,22,6
Misdreavus,Five Island Lost Cave Room6,Walking/Grass,22,6
Misdreavus,Five Island Lost Cave Room7,Walking/Grass,22,7
Misdreavus,Five Island Lost Cave Room7,Walking/Grass,22,7
Misdreavus,Five Island Lost Cave Room8,Walking/Grass,22,8
Misdreavus,Five Island Lost Cave Room8,Walking/Grass,22,8
Misdreavus,Five Island Lost Cave Room9,Walking/Grass,22,9
Misdreavus,Five Island Lost Cave Room9,Walking/Grass,22,9
Misdreavus,Five Island Lost Cave Room10,Walking/Grass,22,10
Misdreavus,Five Island Lost Cave Room10,Walking/Grass,22,10
Misdreavus,Five Island Lost Cave Room11,Walking/Grass,15,5
Misdreavus,Five Island Lost Cave Room11,Walking/Grass,20,5
Misdreavus,Five Island Lost Cave Room11,Walking/Grass,22,5
Misdreavus,Five Island Lost Cave Room11,Walking/Grass,22,5
Misdreavus,Five Island Lost Cave Room12,Walking/Grass,15,5
Misdreavus,Five Island Lost Cave Room12,Walking/Grass,20,5
Misdreavus,Five Island Lost Cave Room12,Walking/Grass,22,5
Misdreavus,Five Island Lost Cave Room12,Walking/Grass,22,5
Misdreavus,Five Island Lost Cave Room13,Walking/Grass,15,5
Misdreavus,Five Island Lost Cave Room13,Walking/Grass,20,5
Misdreavus,Five Island Lost Cave Room13,Walking/Grass,22,5
Misdreavus,Five Island Lost Cave Room13,Walking/Grass,22,5
Misdreavus,Five Island Lost Cave Room14,Walking/Grass,15,5
Misdreavus,Five Island Lost Cave Room14,Walking/Grass,20,5
Misdreavus,Five Island Lost Cave Room14,Walking/Grass,22,5
Misdreavus,Five Island Lost Cave Room14,Walking/Grass,22,5
Muk,Pokemon Mansion 1F,Walking/Grass,32,7
Muk,Pokemon Mansion 2F,Walking/Grass,32,7
Muk,Pokemon Mansion 3F,Walking/Grass,32,7
Muk,Pokemon Mansion B1F,Walking/Grass,34,5
Murkrow,Five Island Lost Cave Room1,Walking/Grass,22,1
Murkrow,Five Island Lost Cave Room1,Walking/Grass,22,1
Murkrow,Five Island Lost Cave Room2,Walking/Grass,22,2
Murkrow,Five Island Lost Cave Room2,Walking/Grass,22,2
Murkrow,Five Island Lost Cave Room3,Walking/Grass,22,3
Murkrow,Five Island Lost Cave Room3,Walking/Grass,22,3
Murkrow,Five Island Lost Cave Room4,Walking/Grass,22,4
Murkrow,Five Island Lost Cave Room4,Walking/Grass,22,4
Murkrow,Five Island Lost Cave Room5,Walking/Grass,22,5
Murkrow,Five Island Lost Cave Room5,Walking/Grass,22,5
Murkrow,Five Island Lost Cave Room6,Walking/Grass,22,6
Murkrow,Five Island Lost Cave Room6,Walking/Grass,22,6
Murkrow,Five Island Lost Cave Room7,Walking/Grass,22,7
Murkrow,Five Island Lost Cave Room7,Walking/Grass,22,7
Murkrow,Five Island Lost Cave Room8,Walking/Grass,22,8
Murkrow,Five Island Lost Cave Room8,Walking/Grass,22,8
Murkrow,Five Island Lost Cave Room9,Walking/Grass,22,9
Murkrow,Five Island Lost Cave Room9,Walking/Grass,22,9
Murkrow,Five Island Lost Cave Room10,Walking/Grass,22,10
Murkrow,Five Island Lost Cave Room10,Walking/Grass,22,10
Murkrow,Five Island Lost Cave Room11,Walking/Grass,15,5
Murkrow,Five Island Lost Cave Room11,Walking/Grass,20,5
Murkrow,Five Island Lost Cave Room11,Walking/Grass,22,5
Murkrow,Five Island Lost Cave Room11,Walking/Grass,22,5
Murkrow,Five Island Lost Cave Room12,Walking/Grass,15,5
Murkrow,Five Island Lost Cave Room12,Walking/Grass,20,5
Murkrow,Five Island Lost Cave Room12,Walking/Grass,22,5
Murkrow,Five Island Lost Cave Room12,Walking/Grass,22,5
Murkrow,Five Island Lost Cave Room13,Walking/Grass,15,5
Murkrow,Five Island Lost Cave Room13,Walking/Grass,20,5
Murkrow,Five Island Lost Cave Room13,Walking/Grass,22,5
Murkrow,Five Island Lost Cave Room13,Walking/Grass,22,5
Murkrow,Five Island Lost Cave Room14,Walking/Grass,15,5
Murkrow,Five Island Lost Cave Room14,Walking/Grass,20,5
Murkrow,Five Island Lost Cave Room14,Walking/Grass,22,5
Murkrow,Five Island Lost Cave Room14,Walking/Grass,22,5
Natu,Six Island Ruin Valley,Walking/Grass,15,21
Natu,Six Island Ruin Valley,Walking/Grass,20,21
Natu,Six Island Ruin Valley,Walking/Grass,20,21
Natu,Six Island Ruin Valley,Walking/Grass,15,21
Natu,Six Island Ruin Valley,Walking/Grass,20,21
Natu,Six Island Ruin Valley,Walking/Grass,20,21
Nidoran_F,Safari Zone East,Walking/Grass,24,21
Nidoran_F,Safari Zone West,Walking/Grass,30,21
Nidoran_F,Route2,Walking/Grass,4,21
Nidoran_F,Route3,Walking/Grass,6,21
Nidoran_F,Safari Zone Center,Walking/Grass,22,21
Nidoran_F,Safari Zone East,Walking/Grass,24,21
Nidoran_F,Safari Zone North,Walking/Grass,30,21
Nidoran_F,Safari Zone West,Walking/Grass,22,21
Nidoran_F,Route3,Walking/Grass,6,21
Nidoran_F,Route3,Walking/Grass,7,21
Nidoran_M,Safari Zone Center,Walking/Grass,22,21
Nidoran_M,Safari Zone East,Walking/Grass,24,21
Nidoran_M,Safari Zone North,Walking/Grass,30,21
Nidoran_M,Safari Zone West,Walking/Grass,22,21
Nidoran_M,Route2,Walking/Grass,4,21
Nidoran_M,Route3,Walking/Grass,6,21
Nidoran_M,Route3,Walking/Grass,7,21
Nidoran_M,Safari Zone East,Walking/Grass,24,21
Nidoran_M,Safari Zone West,Walking/Grass,30,21
Nidoran_M,Route3,Walking/Grass,6,21
Nidorina,Safari Zone Center,Walking/Grass,31,21
Nidorina,Safari Zone North,Walking/Grass,30,21
Nidorina,Safari Zone Center,Walking/Grass,31,21
Nidorina,Safari Zone East,Walking/Grass,33,21
Nidorina,Safari Zone North,Walking/Grass,30,21
Nidorina,Safari Zone West,Walking/Grass,30,21
Nidorino,Safari Zone Center,Walking/Grass,31,21
Nidorino,Safari Zone East,Walking/Grass,33,21
Nidorino,Safari Zone North,Walking/Grass,30,21
Nidorino,Safari Zone West,Walking/Grass,30,21
Nidorino,Safari Zone Center,Walking/Grass,31,21
Nidorino,Safari Zone North,Walking/Grass,30,21
Ninetales,Pokemon Mansion 1F,Walking/Grass,34,7
Oddish,Three Island Berry Forest,Walking/Grass,30,21
Oddish,Two Island Cape Brink,Walking/Grass,30,21
Oddish,Two Island Cape Brink,Walking/Grass,32,21
Oddish,Three Island Bond Bridge,Walking/Grass,31,21
Oddish,Six Island Water Path,Walking/Grass,44,21
Oddish,Route5,Walking/Grass,13,21
Oddish,Route5,Walking/Grass,15,21
Oddish,Route6,Walking/Grass,13,21
Oddish,Route6,Walking/Grass,15,21
Oddish,Route6,Walking/Grass,16,21
Oddish,Route7,Walking/Grass,19,21
Oddish,Route7,Walking/Grass,22,21
Oddish,Route12,Walking/Grass,24,21
Oddish,Route12,Walking/Grass,22,21
Oddish,Route12,Walking/Grass,26,21
Oddish,Route13,Walking/Grass,24,21
Oddish,Route13,Walking/Grass,22,21
Oddish,Route13,Walking/Grass,26,21
Oddish,Route14,Walking/Grass,24,21
Oddish,Route14,Walking/Grass,22,21
Oddish,Route14,Walking/Grass,26,21
Oddish,Route15,Walking/Grass,24,21
Oddish,Route15,Walking/Grass,22,21
Oddish,Route15,Walking/Grass,26,21
Oddish,Route24,Walking/Grass,12,21
Oddish,Route24,Walking/Grass,13,21
Oddish,Route24,Walking/Grass,14,21
Oddish,Route25,Walking/Grass,14,21
Oddish,Route25,Walking/Grass,13,21
Oddish,Route25,Walking/Grass,12,21
Omanyte,Seafoam Islands B4F,Fishing (Unknown Rod),30,20
Onix,Victory Road 1F,Walking/Grass,40,7
Onix,Victory Road 1F,Walking/Grass,43,7
Onix,Victory Road 1F,Walking/Grass,46,7
Onix,Victory Road 2F,Walking/Grass,45,7
Onix,Victory Road 2F,Walking/Grass,48,7
Onix,Victory Road 3F,Walking/Grass,40,7
Onix,Victory Road 3F,Walking/Grass,43,7
Onix,Victory Road 3F,Walking/Grass,46,7
Onix,Rock Tunnel 1F,Walking/Grass,13,7
Onix,Rock Tunnel 1F,Walking/Grass,15,7
Onix,Rock Tunnel B1F,Walking/Grass,13,7
Onix,Rock Tunnel B1F,Walking/Grass,15,7
Onix,Rock Tunnel B1F,Walking/Grass,17,7
Onix,Seven Island Sevault Canyon,Walking/Grass,54,21
Onix,Victory Road 1F,Walking/Grass,40,7
Onix,Victory Road 1F,Walking/Grass,43,7
Onix,Victory Road 1F,Walking/Grass,46,7
Onix,Victory Road 2F,Walking/Grass,45,7
Onix,Victory Road 2F,Walking/Grass,48,7
Onix,Victory Road 3F,Walking/Grass,40,7
Onix,Victory Road 3F,Walking/Grass,43,7
Onix,Victory Road 3F,Walking/Grass,46,7
Onix,Rock Tunnel 1F,Walking/Grass,13,7
Onix,Rock Tunnel 1F,Walking/Grass,15,7
Onix,Rock Tunnel B1F,Walking/Grass,13,7
Onix,Rock Tunnel B1F,Walking/Grass,15,7
Onix,Seven Island Sevault Canyon,Walking/Grass,54,21
Paras,Mt Moon 1F,Walking/Grass,8,7
Paras,Mt Moon B1F,Walking/Grass,7,5
Paras,Mt Moon B1F,Walking/Grass,8,5
Paras,Mt Moon B1F,Walking/Grass,5,5
Paras,Mt Moon B1F,Walking/Grass,6,5
Paras,Mt Moon B1F,Walking/Grass,9,5
Paras,Mt Moon B1F,Walking/Grass,10,5
Paras,Mt Moon B1F,Walking/Grass,7,5
Paras,Mt Moon B1F,Walking/Grass,8,5
Paras,Mt Moon B1F,Walking/Grass,5,5
Paras,Mt Moon B1F,Walking/Grass,6,5
Paras,Mt Moon B1F,Walking/Grass,9,5
Paras,Mt Moon B1F,Walking/Grass,10,5
Paras,Mt Moon B2F,Walking/Grass,10,7
Paras,Mt Moon B2F,Walking/Grass,12,7
Paras,Safari Zone East,Walking/Grass,22,21
Paras,Safari Zone East,Walking/Grass,22,21
Paras,Safari Zone East,Walking/Grass,22,21
Paras,Safari Zone North,Walking/Grass,23,21
Paras,Safari Zone North,Walking/Grass,23,21
Paras,Safari Zone North,Walking/Grass,23,21
Paras,Mt Moon 1F,Walking/Grass,8,7
Paras,Mt Moon B1F,Walking/Grass,7,5
Paras,Mt Moon B1F,Walking/Grass,8,5
Paras,Mt Moon B1F,Walking/Grass,5,5
Paras,Mt Moon B1F,Walking/Grass,6,5
Paras,Mt Moon B1F,Walking/Grass,9,5
Paras,Mt Moon B1F,Walking/Grass,10,5
Paras,Mt Moon B1F,Walking/Grass,7,5
Paras,Mt Moon B1F,Walking/Grass,8,5
Paras,Mt Moon B1F,Walking/Grass,5,5
Paras,Mt Moon B1F,Walking/Grass,6,5
Paras,Mt Moon B1F,Walking/Grass,9,5
Paras,Mt Moon B1F,Walking/Grass,10,5
Paras,Mt Moon B2F,Walking/Grass,10,7
Paras,Mt Moon B2F,Walking/Grass,12,7
Paras,Safari Zone East,Walking/Grass,22,21
Paras,Safari Zone East,Walking/Grass,22,21
Paras,Safari Zone East,Walking/Grass,22,21
Paras,Safari Zone North,Walking/Grass,23,21
Paras,Safari Zone North,Walking/Grass,23,21
Paras,Safari Zone North,Walking/Grass,23,21
Parasect,Safari Zone Center,Walking/Grass,30,21
Parasect,Safari Zone East,Walking/Grass,25,21
Parasect,Cerulean Cave 1F,Walking/Grass,49,7
Parasect,Cerulean Cave 1F,Walking/Grass,58,7
Parasect,Cerulean Cave 2F,Walking/Grass,52,7
Parasect,Cerulean Cave 2F,Walking/Grass,61,7
Parasect,Cerulean Cave B1F,Walking/Grass,55,7
Parasect,Cerulean Cave B1F,Walking/Grass,64,7
Parasect,Safari Zone Center,Walking/Grass,30,21
Parasect,Safari Zone East,Walking/Grass,25,21
Parasect,Cerulean Cave 1F,Walking/Grass,49,7
Parasect,Cerulean Cave 1F,Walking/Grass,58,7
Parasect,Cerulean Cave 2F,Walking/Grass,52,7
Parasect,Cerulean Cave 2F,Walking/Grass,61,7
Parasect,Cerulean Cave B1F,Walking/Grass,55,7
Parasect,Cerulean Cave B1F,Walking/Grass,64,7
Persian,One Island Kindle Road,Walking/Grass,37,21
Persian,One Island Kindle Road,Walking/Grass,40,21
Persian,One Island Treasure Beach,Walking/Grass,37,21
Persian,One Island Treasure Beach,Walking/Grass,40,21
Persian,Two Island Cape Brink,Walking/Grass,37,21
Persian,Two Island Cape Brink,Walking/Grass,40,21
Persian,Three Island Bond Bridge,Walking/Grass,37,21
Persian,Three Island Bond Bridge,Walking/Grass,40,21
Persian,Five Island Meadow,Walking/Grass,47,21
Persian,Five Island Meadow,Walking/Grass,50,21
Persian,Six Island Water Path,Walking/Grass,47,21
Persian,Six Island Water Path,Walking/Grass,50,21
Persian,Six Island Ruin Valley,Walking/Grass,49,21
Persian,Six Island Ruin Valley,Walking/Grass,52,21
Persian,Seven Island Sevault Canyon Entrance,Walking/Grass,47,21
Persian,Seven Island Sevault Canyon Entrance,Walking/Grass,50,21
Persian,Seven Island Sevault Canyon,Walking/Grass,49,21
Persian,Seven Island Sevault Canyon,Walking/Grass,52,21
Persian,One Island Kindle Road,Walking/Grass,37,21
Persian,One Island Kindle Road,Walking/Grass,40,21
Persian,One Island Treasure Beach,Walking/Grass,37,21
Persian,One Island Treasure Beach,Walking/Grass,40,21
Persian,Two Island Cape Brink,Walking/Grass,37,21
Persian,Two Island Cape Brink,Walking/Grass,40,21
Persian,Three Island Bond Bridge,Walking/Grass,37,21
Persian,Three Island Bond Bridge,Walking/Grass,40,21
Persian,Five Island Meadow,Walking/Grass,47,21
Persian,Five Island Meadow,Walking/Grass,50,21
Persian,Six Island Water Path,Walking/Grass,47,21
Persian,Six Island Water Path,Walking/Grass,50,21
Persian,Six Island Ruin Valley,Walking/Grass,49,21
Persian,Six Island Ruin Valley,Walking/Grass,52,21
Persian,Seven Island Sevault Canyon Entrance,Walking/Grass,47,21
Persian,Seven Island Sevault Canyon Entrance,Walking/Grass,50,21
Persian,Seven Island Sevault Canyon,Walking/Grass,49,21
Persian,Seven Island Sevault Canyon,Walking/Grass,52,21
Phanpy,Seven Island Sevault Canyon Entrance,Walking/Grass,10,21
Phanpy,Seven Island Sevault Canyon Entrance,Walking/Grass,15,21
Phanpy,Seven Island Sevault Canyon Entrance,Walking/Grass,15,21
Phanpy,Seven Island Sevault Canyon,Walking/Grass,15,21
Phanpy,Seven Island Sevault Canyon Entrance,Walking/Grass,10,21
Phanpy,Seven Island Sevault Canyon Entrance,Walking/Grass,15,21
Phanpy,Seven Island Sevault Canyon Entrance,Walking/Grass,15,21
Phanpy,Seven Island Sevault Canyon,Walking/Grass,15,21
Pidgeotto,Three Island Berry Forest,Walking/Grass,37,21
Pidgeotto,Three Island Bond Bridge,Walking/Grass,34,21
Pidgeotto,Three Island Bond Bridge,Walking/Grass,37,21
Pidgeotto,Three Island Bond Bridge,Walking/Grass,40,21
Pidgeotto,Five Island Meadow,Walking/Grass,48,21
Pidgeotto,Five Island Meadow,Walking/Grass,50,21
Pidgeotto,Five Island Meadow,Walking/Grass,50,21
Pidgeotto,Route13,Walking/Grass,29,21
Pidgeotto,Route13,Walking/Grass,29,21
Pidgeotto,Route14,Walking/Grass,29,21
Pidgeotto,Route14,Walking/Grass,29,21
Pidgeotto,Route15,Walking/Grass,29,21
Pidgeotto,Route15,Walking/Grass,29,21
Pidgeotto,Three Island Berry Forest,Walking/Grass,37,21
Pidgeotto,Three Island Bond Bridge,Walking/Grass,34,21
Pidgeotto,Three Island Bond Bridge,Walking/Grass,37,21
Pidgeotto,Three Island Bond Bridge,Walking/Grass,40,21
Pidgeotto,Five Island Meadow,Walking/Grass,48,21
Pidgeotto,Five Island Meadow,Walking/Grass,50,21
Pidgeotto,Five Island Meadow,Walking/Grass,50,21
Pidgeotto,Route13,Walking/Grass,29,21
Pidgeotto,Route13,Walking/Grass,29,21
Pidgeotto,Route14,Walking/Grass,29,21
Pidgeotto,Route14,Walking/Grass,29,21
Pidgeotto,Route15,Walking/Grass,29,21
Pidgeotto,Route15,Walking/Grass,29,21
Pidgey,Three Island Berry Forest,Walking/Grass,32,21
Pidgey,Three Island Bond Bridge,Walking/Grass,32,21
Pidgey,Three Island Bond Bridge,Walking/Grass,29,21
Pidgey,Five Island Meadow,Walking/Grass,44,21
Pidgey,Route1,Walking/Grass,3,21
Pidgey,Route1,Walking/Grass,3,21
Pidgey,Route1,Walking/Grass,2,21
Pidgey,Route1,Walking/Grass,3,21
Pidgey,Route1,Walking/Grass,4,21
Pidgey,Route2,Walking/Grass,3,21
Pidgey,Route2,Walking/Grass,4,21
Pidgey,Route2,Walking/Grass,2,21
Pidgey,Route2,Walking/Grass,5,21
Pidgey,Route3,Walking/Grass,6,21
Pidgey,Route3,Walking/Grass,7,21
Pidgey,Route5,Walking/Grass,13,21
Pidgey,Route5,Walking/Grass,15,21
Pidgey,Route5,Walking/Grass,16,21
Pidgey,Route5,Walking/Grass,15,21
Pidgey,Route6,Walking/Grass,13,21
Pidgey,Route6,Walking/Grass,15,21
Pidgey,Route6,Walking/Grass,16,21
Pidgey,Route6,Walking/Grass,15,21
Pidgey,Route6,Walking/Grass,15,21
Pidgey,Route7,Walking/Grass,19,21
Pidgey,Route7,Walking/Grass,22,21
Pidgey,Route8,Walking/Grass,18,21
Pidgey,Route8,Walking/Grass,20,21
Pidgey,Route12,Walking/Grass,23,21
Pidgey,Route12,Walking/Grass,25,21
Pidgey,Route12,Walking/Grass,27,21
Pidgey,Route12,Walking/Grass,23,21
Pidgey,Route12,Walking/Grass,23,21
Pidgey,Route13,Walking/Grass,27,21
Pidgey,Route13,Walking/Grass,25,21
Pidgey,Route14,Walking/Grass,27,21
Pidgey,Route15,Walking/Grass,27,21
Pidgey,Route15,Walking/Grass,25,21
Pidgey,Route24,Walking/Grass,11,21
Pidgey,Route24,Walking/Grass,13,21
Pidgey,Route25,Walking/Grass,13,21
Pidgey,Route25,Walking/Grass,11,21
Pidgey,Three Island Berry Forest,Walking/Grass,32,21
Pidgey,Three Island Bond Bridge,Walking/Grass,32,21
Pidgey,Three Island Bond Bridge,Walking/Grass,29,21
Pidgey,Five Island Meadow,Walking/Grass,44,21
Pidgey,Route1,Walking/Grass,3,21
Pidgey,Route1,Walking/Grass,3,21
Pidgey,Route1,Walking/Grass,2,21
Pidgey,Route1,Walking/Grass,3,21
Pidgey,Route1,Walking/Grass,4,21
Pidgey,Route1,Walking/Grass,5,21
Pidgey,Route2,Walking/Grass,3,21
Pidgey,Route2,Walking/Grass,4,21
Pidgey,Route2,Walking/Grass,2,21
Pidgey,Route2,Walking/Grass,5,21
Pidgey,Route3,Walking/Grass,6,21
Pidgey,Route3,Walking/Grass,7,21
Pidgey,Route5,Walking/Grass,13,21
Pidgey,Route5,Walking/Grass,15,21
Pidgey,Route5,Walking/Grass,16,21
Pidgey,Route5,Walking/Grass,15,21
Pidgey,Route5,Walking/Grass,15,21
Pidgey,Route6,Walking/Grass,13,21
Pidgey,Route6,Walking/Grass,15,21
Pidgey,Route6,Walking/Grass,16,21
Pidgey,Route6,Walking/Grass,15,21
Pidgey,Route6,Walking/Grass,15,21
Pidgey,Route7,Walking/Grass,19,21
Pidgey,Route7,Walking/Grass,22,21
Pidgey,Route8,Walking/Grass,18,21
Pidgey,Route8,Walking/Grass,20,21
